employee_id,department_name,management_tier,job_title,base_salary,performance_rating,tenure_years,age,gender,ethnicity,hire_date,termination_date,engagement_score,manager_satisfaction,work_life_balance_score,is_attrition,comp_ratio,tenure_cohort,flight_risk_flag
1990,Finance,Associate,Associate - Finance,64663.62,4,0.42,25,Female,Caucasian,2026-03-15,,1.0,2.0,4.0,0,1.112,0-1 Year (Onboarding),1
3236,Finance,Associate,Associate - Finance,55301.57,4,0.72,47,Non-Binary,African American,2025-11-26,,5.0,5.0,6.0,0,0.951,0-1 Year (Onboarding),0
2885,Finance,Associate,Associate - Finance,57077.07,3,0.86,48,Male,Two or More,2025-10-06,,8.0,6.0,5.0,0,0.981,0-1 Year (Onboarding),0
3539,Finance,Associate,Associate - Finance,70721.0,5,4.79,55,Male,Hispanic,2021-11-02,,7.0,9.99,4.0,0,1.216,3+ Years (Tenured),0
3366,Finance,Associate,Associate - Finance,64621.55,3,1.19,21,Other,Hispanic,2025-06-05,,7.0,5.0,9.99,0,1.111,1-3 Years (Mid-Tenure),0
535,Finance,Associate,Associate - Finance,51519.02,5,3.24,48,Other,Asian,2023-05-22,,8.0,5.0,8.0,0,0.886,3+ Years (Tenured),0
4148,Finance,Associate,Associate - Finance,69818.52,5,0.5,32,Male,Hispanic,2021-07-31,2022-01-31,6.0,5.0,5.0,1,1.201,0-1 Year (Onboarding),0
125,Finance,Associate,Associate - Finance,51106.04,3,3.3,28,Non-Binary,Caucasian,2023-04-28,,6.0,6.0,9.99,0,0.879,3+ Years (Tenured),0
1976,Finance,Associate,Associate - Finance,40707.35,2,3.77,32,Other,Caucasian,2022-11-07,,9.0,9.0,7.0,0,0.7,3+ Years (Tenured),0
3374,Finance,Associate,Associate - Finance,50808.46,3,2.44,37,Other,Hispanic,2024-03-07,,6.0,7.0,6.0,0,0.874,1-3 Years (Mid-Tenure),0
2875,Finance,Associate,Associate - Finance,53425.27,4,0.19,50,Male,Hispanic,2026-06-08,,7.0,6.0,2.0,0,0.919,0-1 Year (Onboarding),0
394,Finance,Associate,Associate - Finance,73147.7,2,3.98,29,Female,,2022-08-24,,5.0,5.0,2.0,0,1.258,3+ Years (Tenured),0
2001,Finance,Associate,Associate - Finance,61533.3,1,2.03,25,Male,Two or More,2024-08-04,,9.99,9.99,9.0,0,1.058,1-3 Years (Mid-Tenure),0
4386,Finance,Associate,Associate - Finance,73890.51,4,2.53,38,Other,Asian,2024-02-05,,3.0,5.0,3.0,0,1.271,1-3 Years (Mid-Tenure),1
2602,Finance,Associate,Associate - Finance,62135.2,2,1.98,29,Other,Hispanic,2024-08-23,,9.99,6.0,9.99,0,1.068,1-3 Years (Mid-Tenure),0
745,Finance,Associate,Associate - Finance,71745.56,4,1.0,46,Male,Caucasian,2025-08-14,,6.0,6.0,5.0,0,1.234,1-3 Years (Mid-Tenure),0
1936,Finance,Associate,Associate - Finance,73905.42,5,1.79,39,Female,Asian,2024-09-05,2026-06-20,9.0,6.0,9.0,1,1.271,1-3 Years (Mid-Tenure),0
1450,Finance,Associate,ASSOCIATE - FINANCE,51722.21,3,3.19,48,Non-Binary,Two or More,2023-06-06,,6.0,8.0,6.0,0,0.889,3+ Years (Tenured),0
3898,Finance,Associate,Associate - Finance,56960.77,3,1.91,32,Other,,2024-09-16,,8.0,9.0,5.0,0,0.979,1-3 Years (Mid-Tenure),0
3134,Finance,Associate,Associate - Finance,62289.21,5,2.52,44,Male,Two or More,2024-02-09,,7.0,3.0,5.0,0,1.071,1-3 Years (Mid-Tenure),0
1930,Finance,Associate,Associate - Finance,46921.01,4,1.39,25,Other,,2025-03-26,,5.0,9.99,9.99,0,0.807,1-3 Years (Mid-Tenure),0
228,Finance,Associate,Associate - Finance,59128.11,5,3.02,55,Male,,2023-08-07,,8.0,9.0,8.0,0,1.017,3+ Years (Tenured),0
2619,Finance,Associate,Associate - Finance,61385.83,3,1.79,26,Male,Caucasian,2024-10-30,,8.0,4.0,3.0,0,1.056,1-3 Years (Mid-Tenure),0
1475,Finance,Associate,Associate - Finance,57554.27,4,3.89,51,Other,African American,2022-09-26,,6.0,8.0,8.0,0,0.99,3+ Years (Tenured),0
68,Finance,Associate,Associate - Finance,66835.29,4,3.91,35,Other,Hispanic,2021-12-23,2025-11-18,5.0,4.0,6.0,1,1.149,3+ Years (Tenured),0
954,Finance,Associate,Associate - Finance,54392.8,4,5.04,31,Other,Two or More,2021-08-02,,5.0,1.0,3.0,0,0.935,3+ Years (Tenured),0
3813,Finance,Associate,Associate - Finance,74148.55,3,3.29,52,Male,Two or More,2023-05-02,,4.0,4.0,2.0,0,1.275,3+ Years (Tenured),0
1325,Finance,Associate,Associate - Finance,44417.72,3,5.02,56,Other,African American,2021-08-08,,3.0,3.0,1.0,0,0.764,3+ Years (Tenured),0
410,Finance,Associate,Associate - Finance,74356.88,3,3.42,29,Non-Binary,Two or More,2021-10-19,2025-03-19,9.99,8.0,8.0,1,1.279,3+ Years (Tenured),0
4189,Finance,Associate,Associate - Finance,60756.4,5,2.15,49,Non-Binary,Hispanic,2022-07-22,2024-09-13,6.0,5.0,3.0,1,1.045,1-3 Years (Mid-Tenure),0
146,Finance,Associate,Associate - Finance,69212.37,3,2.16,41,Other,Caucasian,2024-06-19,,6.0,9.99,7.0,0,1.19,1-3 Years (Mid-Tenure),0
2152,Finance,Associate,Associate - Finance,44059.95,4,1.27,51,Female,Hispanic,2025-05-09,,6.0,7.0,8.0,0,0.758,1-3 Years (Mid-Tenure),0
1344,Finance,Associate,Associate - Finance,62131.38,3,1.79,21,Non-Binary,Two or More,2024-10-29,,4.0,8.0,6.0,0,1.068,1-3 Years (Mid-Tenure),0
3589,Finance,Associate,Associate - Finance,69907.63,4,0.27,44,Other,Two or More,2026-05-10,,5.0,1.0,5.0,0,1.202,0-1 Year (Onboarding),0
4280,Finance,Associate,Associate - Finance,69322.7,3,3.98,45,Female,Two or More,2022-08-22,,7.0,5.0,5.0,0,1.192,3+ Years (Tenured),0
884,Finance,Associate,Associate - Finance,47642.62,4,1.42,34,Male,Two or More,2025-03-14,,5.0,4.0,1.0,0,0.819,1-3 Years (Mid-Tenure),0
1355,Finance,Associate,Associate - Finance,45813.35,2,1.31,42,Female,Two or More,2025-04-24,,3.0,4.0,1.0,0,0.788,1-3 Years (Mid-Tenure),0
495,Finance,Associate,Associate - Finance,74948.21,5,4.31,21,Male,Hispanic,2022-04-25,,4.0,6.0,2.0,0,1.289,3+ Years (Tenured),1
2506,Finance,Associate,Associate - Finance,54844.75,3,0.2,28,Male,Asian,2026-06-03,,8.0,6.0,3.0,0,0.943,0-1 Year (Onboarding),0
1361,Finance,Associate,Associate - Finance,40116.88,3,0.31,55,Male,Caucasian,2026-02-18,2026-06-11,6.0,5.0,5.0,1,0.69,0-1 Year (Onboarding),0
2118,Finance,Associate,Associate - Finance,70616.45,4,2.37,29,Other,African American,2024-04-02,,4.0,5.0,5.0,0,1.214,1-3 Years (Mid-Tenure),1
923,Finance,Associate,Associate - Finance,64439.94,4,4.6,34,Other,Hispanic,2022-01-09,,9.99,9.99,4.0,0,1.108,3+ Years (Tenured),0
510,Finance,Associate,Associate - Finance,66000.93,3,1.95,55,Male,Two or More,2024-09-02,,7.0,5.0,3.0,0,1.135,1-3 Years (Mid-Tenure),0
689,Finance,Associate,Associate - Finance,41214.45,2,3.36,21,Non-Binary,Asian,2023-04-07,,8.0,6.0,3.0,0,0.709,3+ Years (Tenured),0
1378,Finance,Associate,Associate - Finance,48717.91,3,4.99,23,Male,Hispanic,2021-08-19,,8.0,8.0,1.0,0,0.838,3+ Years (Tenured),0
2540,Finance,Associate,Associate - Finance,55321.11,3,1.73,33,Non-Binary,African American,2024-11-22,,8.0,4.0,2.0,0,0.951,1-3 Years (Mid-Tenure),0
2547,Finance,Associate,Associate - Finance,64436.97,4,1.53,48,Female,Asian,2025-02-03,,5.0,1.0,1.0,0,1.108,1-3 Years (Mid-Tenure),0
522,Finance,Associate,Associate - Finance,50839.77,3,3.91,33,Male,Asian,2022-09-17,,3.0,7.0,7.0,0,0.874,3+ Years (Tenured),0
3559,Finance,Associate,Associate - Finance,50157.29,3,0.37,28,Male,Asian,2026-04-01,,4.0,1.0,1.0,0,0.862,0-1 Year (Onboarding),0
4398,Finance,Associate,Associate - Finance,42131.04,4,4.1,30,Other,Two or More,2022-07-11,,1.0,6.0,3.0,0,0.724,3+ Years (Tenured),1
2032,Finance,Associate,Associate - Finance,45304.23,5,3.39,41,Female,Asian,2023-03-28,,8.0,9.0,5.0,0,0.779,3+ Years (Tenured),0
2559,Finance,Associate,Associate - Finance,68246.25,2,0.1,50,Male,Caucasian,2026-04-20,2026-05-26,6.0,5.0,5.0,1,1.173,0-1 Year (Onboarding),0
4163,Finance,Associate,Associate - Finance,50218.94,3,0.99,21,Non-Binary,African American,2022-09-02,2023-08-29,6.0,5.0,5.0,1,0.864,0-1 Year (Onboarding),0
3554,Finance,Associate,Associate - Finance,66815.28,3,5.05,39,Other,Hispanic,2021-07-30,,5.0,7.0,3.0,0,1.149,3+ Years (Tenured),0
3289,Finance,Associate,Associate - Finance,73680.12,4,1.84,35,Non-Binary,Hispanic,2024-04-22,2026-02-24,3.0,2.0,5.0,1,1.267,1-3 Years (Mid-Tenure),1
3994,Finance,Associate,Associate - Finance,62818.37,3,1.36,47,Male,Two or More,2025-04-06,,7.0,6.0,3.0,0,1.08,1-3 Years (Mid-Tenure),0
1788,Finance,Associate,Associate - Finance,50822.34,4,1.96,38,Female,Asian,2024-08-28,,6.0,7.0,9.0,0,0.874,1-3 Years (Mid-Tenure),0
4320,Finance,Associate,ASSOCIATE - FINANCE,41895.51,4,0.59,54,Other,Caucasian,2026-01-12,,7.0,9.99,6.0,0,0.72,0-1 Year (Onboarding),0
582,Finance,Associate,Associate - Finance,46508.11,4,1.87,39,Male,African American,2024-09-30,,3.0,7.0,5.0,0,0.8,1-3 Years (Mid-Tenure),1
1005,Finance,Associate,Associate - Finance,47853.35,3,1.75,41,Male,Hispanic,2024-11-13,,8.0,9.99,5.0,0,0.823,1-3 Years (Mid-Tenure),0
2696,Finance,Associate,Associate - Finance,57596.29,5,0.47,49,Non-Binary,Asian,2026-02-23,,6.0,1.0,1.0,0,0.99,0-1 Year (Onboarding),0
21,Finance,Associate,Associate - Finance,42546.66,3,1.22,24,Female,Hispanic,2025-05-27,,6.0,4.0,5.0,0,0.732,1-3 Years (Mid-Tenure),0
1585,Finance,Associate,Associate - Finance,67413.41,3,2.94,35,Non-Binary,Asian,2023-09-08,,1.0,6.0,1.0,0,1.159,1-3 Years (Mid-Tenure),0
2704,Finance,Associate,Associate - Finance,49562.75,4,4.85,34,Male,African American,2021-10-09,,5.0,4.0,8.0,0,0.852,3+ Years (Tenured),0
3087,Finance,Associate,Associate - Finance,50835.02,5,1.72,50,Male,Asian,2024-11-25,,6.0,8.0,9.0,0,0.874,1-3 Years (Mid-Tenure),0
1593,Finance,Associate,Associate - Finance,54191.61,5,3.88,22,Male,Two or More,2022-09-29,,7.0,4.0,6.0,0,0.932,3+ Years (Tenured),0
382,Finance,Associate,Associate - Finance,74070.87,4,4.45,57,Non-Binary,African American,2022-03-06,,9.0,8.0,5.0,0,1.274,3+ Years (Tenured),0
2708,Finance,Associate,Associate - Finance,63641.89,3,2.24,46,Non-Binary,African American,2024-05-21,,7.0,6.0,5.0,0,1.094,1-3 Years (Mid-Tenure),0
3987,Finance,Associate,Associate - Finance,62387.88,3,0.07,43,Male,Caucasian,2026-07-19,,6.0,5.0,5.0,0,1.073,0-1 Year (Onboarding),0
2712,Finance,Associate,Associate - Finance,68369.0,2,5.04,33,Non-Binary,Asian,2021-08-02,,5.0,5.0,9.0,0,1.176,3+ Years (Tenured),0
4315,Finance,Associate,Associate - Finance,63431.42,4,1.26,41,Female,Caucasian,2023-08-13,2024-11-15,5.0,3.0,1.0,1,1.091,1-3 Years (Mid-Tenure),0
602,Finance,Associate,Associate - Finance,51029.26,3,4.31,38,Other,Asian,2022-04-26,,7.0,7.0,8.0,0,0.877,3+ Years (Tenured),0
100,Finance,Associate,Associate - Finance,51692.28,3,0.91,51,Female,Caucasian,2025-09-18,,3.0,4.0,2.0,0,0.889,0-1 Year (Onboarding),0
3445,Finance,Associate,Associate - Finance,50528.25,3,3.29,29,Female,African American,2023-05-02,,9.0,3.0,8.0,0,0.869,3+ Years (Tenured),0
4018,Finance,Associate,Associate - Finance,61748.68,1,4.25,66,Female,African American,2022-05-15,,6.0,4.0,9.0,0,1.062,3+ Years (Tenured),0
606,Finance,Associate,Associate - Finance,62421.75,3,3.67,51,Male,Asian,2022-12-14,,2.0,3.0,6.0,0,1.073,3+ Years (Tenured),0
4348,Finance,Associate,Associate - Finance,62375.49,2,1.85,41,Non-Binary,Two or More,2024-02-28,2026-01-04,7.0,6.0,4.0,1,1.073,1-3 Years (Mid-Tenure),0
1038,Finance,Associate,Associate - Finance,64767.71,4,2.23,38,Non-Binary,Asian,2024-05-22,,7.0,9.0,7.0,0,1.114,1-3 Years (Mid-Tenure),0
3431,Finance,Associate,Associate - Finance,73341.07,3,3.12,47,Male,Caucasian,2023-07-03,,1.0,5.0,4.0,0,1.261,3+ Years (Tenured),0
1684,Finance,Associate,Associate - Finance,52177.5,1,4.53,39,Female,Caucasian,2022-02-05,,9.0,9.0,9.0,0,0.897,3+ Years (Tenured),0
4020,Finance,Associate,Associate - Finance,58973.62,5,3.0,41,Other,Asian,2023-08-16,,4.0,5.0,1.0,0,1.014,1-3 Years (Mid-Tenure),1
622,Finance,Associate,Associate - Finance,40593.42,4,4.48,21,Male,Asian,2022-02-21,,7.0,9.99,9.0,0,0.698,3+ Years (Tenured),0
4341,Finance,Associate,Associate - Finance,42530.78,2,1.05,44,Non-Binary,Caucasian,2025-07-27,,6.0,7.0,9.99,0,0.731,1-3 Years (Mid-Tenure),0
1053,Finance,Associate,Associate - Finance,53300.97,3,1.37,29,Other,Asian,2025-04-03,,7.0,2.0,8.0,0,0.917,1-3 Years (Mid-Tenure),0
3945,Finance,Associate,Associate - Finance,47335.01,4,3.73,57,Male,African American,2022-11-21,,9.99,8.0,8.0,0,0.814,3+ Years (Tenured),0
3129,Finance,Associate,Associate - Finance,68249.3,3,1.61,36,Non-Binary,Two or More,2025-01-05,,7.0,6.0,6.0,0,1.174,1-3 Years (Mid-Tenure),0
3513,Finance,Associate,Associate - Finance,71803.42,2,1.41,46,Male,African American,2024-06-22,2025-11-20,4.0,2.0,3.0,1,1.235,1-3 Years (Mid-Tenure),0
1880,Finance,Associate,Associate - Finance,53600.32,3,0.07,41,Male,Two or More,2026-07-20,,6.0,5.0,5.0,0,0.922,0-1 Year (Onboarding),0
2637,Finance,Associate,Associate - Finance,68201.16,5,3.6,37,Female,Caucasian,2023-01-09,,8.0,7.0,3.0,0,1.173,3+ Years (Tenured),0
3508,Finance,Associate,Associate - Finance,71672.36,3,2.49,52,Non-Binary,African American,2024-02-18,,4.0,5.0,7.0,0,1.232,1-3 Years (Mid-Tenure),0
3930,Finance,Associate,Associate - Finance,60372.71,5,1.67,47,Non-Binary,Two or More,2024-12-13,,6.0,7.0,9.99,0,1.038,1-3 Years (Mid-Tenure),0
2644,Finance,Associate,Associate - Finance,50064.2,3,0.87,26,Non-Binary,Caucasian,2025-10-01,,8.0,6.0,9.0,0,0.861,0-1 Year (Onboarding),0
1865,Finance,Associate,Associate - Finance,56121.42,4,3.49,47,Non-Binary,Caucasian,2023-02-19,,6.0,7.0,9.99,1,0.965,3+ Years (Tenured),0
751,Finance,Associate,Associate - Finance,42698.64,2,1.5,40,Female,Asian,2025-02-14,,8.0,3.0,5.0,0,0.734,1-3 Years (Mid-Tenure),0
1505,Finance,Associate,Associate - Finance,66310.6,3,4.01,26,Male,Caucasian,2022-08-12,,3.0,4.0,2.0,0,1.14,3+ Years (Tenured),0
558,Finance,Associate,Associate - Finance,74910.23,5,2.78,33,Other,Caucasian,2023-11-03,,5.0,7.0,8.0,0,1.288,1-3 Years (Mid-Tenure),0
2653,Finance,Associate,Associate - Finance,70333.15,2,1.44,42,Female,Two or More,2025-03-07,,5.0,9.99,8.0,0,1.209,1-3 Years (Mid-Tenure),0
3944,Finance,Associate,Associate - Finance,49737.71,4,0.59,27,Male,Hispanic,2024-08-25,2025-03-30,6.0,4.0,7.0,1,0.855,0-1 Year (Onboarding),0
1103,Finance,Associate,Associate - Finance,57257.17,3,1.98,58,Male,Two or More,2024-08-22,,5.0,7.0,7.0,0,0.985,1-3 Years (Mid-Tenure),0
46,Finance,Associate,Associate - Finance,72060.39,3,3.09,47,Male,Two or More,2023-07-15,,9.99,9.99,7.0,0,1.239,3+ Years (Tenured),0
2661,Finance,Associate,Associate - Finance,53040.84,3,2.47,36,Male,Hispanic,2024-02-25,,8.0,9.0,9.99,0,0.912,1-3 Years (Mid-Tenure),0
3122,Finance,Associate,Associate - Finance,42105.16,3,4.58,31,Other,Hispanic,2022-01-16,,4.0,2.0,5.0,0,0.724,3+ Years (Tenured),0
3121,Finance,Associate,Associate - Finance,41264.59,2,0.55,28,Female,Asian,2025-03-17,2025-10-05,1.0,5.0,5.0,1,0.71,0-1 Year (Onboarding),0
1818,Finance,Associate,Associate - Finance,57250.51,4,2.15,40,Other,African American,2024-06-22,,9.0,9.0,8.0,0,0.984,1-3 Years (Mid-Tenure),0
2677,Finance,Associate,Associate - Finance,59167.69,3,4.66,34,Male,Hispanic,2021-12-18,,7.0,1.0,4.0,0,1.017,3+ Years (Tenured),0
2680,Finance,Associate,Associate - Finance,41790.14,3,2.33,51,Male,Caucasian,2024-04-18,,4.0,2.0,8.0,0,0.719,1-3 Years (Mid-Tenure),0
758,Finance,Associate,Associate - Finance,63585.49,1,3.27,40,Male,African American,2023-05-08,,7.0,3.0,1.0,0,1.093,3+ Years (Tenured),0
284,Finance,Associate,Associate - Finance,64412.98,4,0.92,43,Female,African American,2022-10-08,2023-09-08,6.0,5.0,5.0,1,1.108,0-1 Year (Onboarding),0
221,Finance,Associate,Associate - Finance,62622.36,3,4.6,36,Female,Asian,2022-01-09,,5.0,5.0,3.0,0,1.077,3+ Years (Tenured),0
990,Finance,Associate,Associate - Finance,59564.12,3,2.21,47,Other,Two or More,2022-01-15,2024-03-30,7.0,5.0,4.0,1,1.024,1-3 Years (Mid-Tenure),0
1791,Finance,Associate,Associate - Finance,41510.51,5,4.16,39,Male,Asian,2022-06-18,,2.0,8.0,6.0,0,0.714,3+ Years (Tenured),1
3474,Finance,Associate,Associate - Finance,43482.77,3,3.03,53,Female,Caucasian,2023-08-06,,5.0,3.0,3.0,0,0.748,3+ Years (Tenured),0
1089,Finance,Associate,Associate - Finance,71509.39,4,5.04,38,Non-Binary,Caucasian,2021-08-01,,5.0,4.0,1.0,0,1.23,3+ Years (Tenured),0
4273,Finance,Associate,Associate - Finance,61458.35,3,3.34,44,Other,Hispanic,2022-02-25,2025-06-29,9.0,9.0,8.0,1,1.057,3+ Years (Tenured),0
2421,Finance,Associate,Associate - Finance,74442.05,4,2.62,24,Other,Two or More,2023-01-17,2025-08-31,8.0,7.0,6.0,1,1.28,1-3 Years (Mid-Tenure),0
460,Finance,Associate,Associate - Finance,50386.75,4,2.69,48,Female,Hispanic,2023-12-08,,7.0,9.99,4.0,0,0.866,1-3 Years (Mid-Tenure),0
3713,Finance,Associate,Associate - Finance,72276.35,4,1.19,60,Other,Two or More,2025-06-07,,9.99,8.0,5.0,0,1.243,1-3 Years (Mid-Tenure),0
457,Finance,Associate,Associate - Finance,62365.28,3,4.84,33,Non-Binary,Hispanic,2021-10-13,,9.0,9.99,6.0,0,1.072,3+ Years (Tenured),0
421,Finance,Associate,Associate - Finance,69992.79,3,4.39,47,Female,Caucasian,2022-03-26,,9.99,9.99,8.0,0,1.204,3+ Years (Tenured),0
3642,Finance,Associate,Associate - Finance,41072.26,3,3.11,50,Female,Hispanic,2023-07-08,,9.0,7.0,4.0,0,0.706,3+ Years (Tenured),0
2473,Finance,Associate,Associate - Finance,62357.69,3,2.5,33,Female,Asian,2023-12-10,2026-06-11,7.0,9.99,9.99,1,1.072,1-3 Years (Mid-Tenure),0
724,Finance,Associate,Associate - Finance,51398.49,4,3.02,36,Non-Binary,Caucasian,2023-08-07,,2.0,3.0,1.0,0,0.884,3+ Years (Tenured),1
3005,Finance,Associate,Associate - Finance,41098.9,5,3.74,44,Female,Hispanic,2022-11-19,,4.0,6.0,8.0,0,0.707,3+ Years (Tenured),1
2475,Finance,Associate,Associate - Finance,43850.07,4,1.58,45,Other,African American,2025-01-16,,6.0,8.0,9.0,0,0.754,1-3 Years (Mid-Tenure),0
3199,Finance,Associate,Associate - Finance,66876.23,2,0.59,32,Male,Caucasian,2024-05-03,2024-12-04,9.99,6.0,9.99,1,1.15,0-1 Year (Onboarding),0
2388,Finance,Associate,Associate - Finance,58085.34,4,4.77,47,Female,Caucasian,2021-11-07,,2.0,4.0,1.0,0,0.999,3+ Years (Tenured),1
2194,Finance,Associate,Associate - Finance,64422.73,5,1.68,51,Other,Asian,2024-12-11,,4.0,3.0,5.0,0,1.108,1-3 Years (Mid-Tenure),1
2193,Finance,Associate,Associate - Finance,42343.18,4,1.59,51,Male,African American,2025-01-12,,1.0,4.0,1.0,0,0.728,1-3 Years (Mid-Tenure),1
178,Finance,Associate,Associate - Finance,40333.24,3,3.88,40,Other,African American,2022-09-30,,4.0,2.0,1.0,0,0.694,3+ Years (Tenured),0
446,Finance,Associate,Associate - Finance,65109.91,5,4.78,44,Female,Caucasian,2021-11-05,,8.0,4.0,5.0,0,1.12,3+ Years (Tenured),0
4216,Finance,Associate,Associate - Finance,74400.23,4,0.52,31,Male,African American,2026-02-06,,9.99,9.99,9.99,0,1.279,0-1 Year (Onboarding),0
861,Finance,Associate,Associate - Finance,60026.1,3,2.35,58,Female,African American,2024-04-11,,4.0,1.0,1.0,0,1.032,1-3 Years (Mid-Tenure),0
3215,Finance,Associate,Associate - Finance,70582.19,2,2.14,40,Non-Binary,Hispanic,2024-06-25,,2.0,2.0,7.0,0,1.214,1-3 Years (Mid-Tenure),0
813,Finance,Associate,Associate - Finance,67414.58,3,1.24,38,Male,African American,2025-05-19,,6.0,2.0,4.0,0,1.159,1-3 Years (Mid-Tenure),0
4208,Finance,Associate,Associate - Finance,41817.62,4,1.26,47,Female,Hispanic,2023-01-07,2024-04-11,6.0,5.0,5.0,1,0.719,1-3 Years (Mid-Tenure),0
3189,Finance,Associate,Associate - Finance,69754.26,5,2.89,46,Female,Hispanic,2023-09-24,,5.0,5.0,3.0,0,1.199,1-3 Years (Mid-Tenure),0
2236,Finance,Associate,Associate - Finance,59346.7,1,1.91,58,Non-Binary,,2023-05-01,2025-03-28,9.99,6.0,7.0,1,1.02,1-3 Years (Mid-Tenure),0
3192,Finance,Associate,Associate - Finance,54991.44,4,0.5,21,Female,Two or More,2026-02-13,,4.0,8.0,5.0,0,0.946,0-1 Year (Onboarding),1
4212,Finance,Associate,Associate - Finance,44550.98,1,5.09,27,Male,African American,2021-07-13,,4.0,8.0,1.0,0,0.766,3+ Years (Tenured),0
2386,Finance,Associate,Associate - Finance,50577.46,2,0.09,29,Other,Asian,2026-07-14,,6.0,5.0,5.0,0,0.87,0-1 Year (Onboarding),0
2244,Finance,Associate,Associate - Finance,46545.13,3,2.53,53,Female,Caucasian,2024-02-03,,6.0,3.0,5.0,0,0.8,1-3 Years (Mid-Tenure),0
2250,Finance,Associate,Associate - Finance,67803.69,5,4.15,35,Male,Caucasian,2022-06-22,,1.0,2.0,1.0,0,1.166,3+ Years (Tenured),1
176,Finance,Associate,Associate - Finance,74685.05,3,3.14,46,Male,Caucasian,2023-06-25,,7.0,6.0,7.0,0,1.284,3+ Years (Tenured),0
3630,Finance,Associate,Associate - Finance,65808.72,4,2.12,42,Female,Asian,2024-07-04,,9.0,6.0,6.0,0,1.132,1-3 Years (Mid-Tenure),0
2430,Finance,Associate,Associate - Finance,72059.98,3,4.11,39,Male,Hispanic,2022-07-06,,9.0,6.0,7.0,0,1.239,3+ Years (Tenured),0
51,Finance,Associate,Associate - Finance,43850.11,5,2.67,32,Male,Caucasian,2023-12-13,,7.0,2.0,1.0,0,0.754,1-3 Years (Mid-Tenure),0
848,Finance,Associate,Associate - Finance,67368.49,2,4.77,32,Non-Binary,Hispanic,2021-11-09,,8.0,7.0,7.0,0,1.158,3+ Years (Tenured),0
2178,Finance,Associate,Associate - Finance,52627.05,2,4.59,21,Non-Binary,Hispanic,2022-01-11,,5.0,2.0,2.0,0,0.905,3+ Years (Tenured),0
